Order_ID,Order_Date,Region,State,Product_Category,Product_Name,Sales_Amount,Quantity,Profit,Customer_Segment,Salesperson
3055,2024-09-05,East,Bihar,Office Supplies,Notebook,4504,4,833.45,Corporate,Rahul
3056,2025-12-01,East,Odisha,Furniture,Sofa,4964,4,1349.69,Consumer,Sneha
3057,2025-03-23,South,Tamil Nadu,Furniture,Sofa,444,3,83.07,Consumer,Sneha
3058,2026-01-11,East,Odisha,Office Supplies,Printer,7128,6,1299.01,Home Office,Amit
3059,2024-12-08,South,Telangana,Electronics,Laptop,7885,5,1708.2,Consumer,Rahul
3060,2025-09-27,South,Telangana,Electronics,Tablet,5504,4,768.65,Consumer,Karan
3061,2024-07-14,South,Tamil Nadu,Furniture,Table,3716,4,1087.64,Home Office,Meena
3062,2024-03-11,North,UP,Furniture,Chair,3916,2,728.31,Corporate,Rohit
3063,2025-07-13,South,Telangana,Electronics,Laptop,17120,10,3588.77,Consumer,Vikram
3064,2025-07-30,North,Delhi,Electronics,Tablet,1020,10,149.63,Corporate,Amit
3065,2024-11-19,South,Karnataka,Furniture,Chair,17620,10,3069.66,Corporate,Arjun
3066,2025-09-14,East,Odisha,Electronics,Laptop,1740,1,430.25,Consumer,Vikram
3067,2024-08-29,South,Tamil Nadu,Furniture,Desk,4521,3,1080.24,Corporate,Arjun
3068,2024-09-21,West,Rajasthan,Office Supplies,Notebook,6685,7,602.94,Consumer,Sneha
3069,2024-08-23,West,Maharashtra,Office Supplies,Pen,6025,5,1213.09,Consumer,Anjali
3070,2025-01-16,East,Bihar,Furniture,Desk,3048,8,623.1,Home Office,Karan
3071,2024-12-21,West,Maharashtra,Office Supplies,Printer,7194,6,2040.5,Consumer,Arjun
3072,2024-10-12,North,Punjab,Electronics,Mobile,1862,7,237.67,Consumer,Arjun
3073,2025-05-20,North,Haryana,Electronics,Laptop,482,2,73.03,Home Office,Amit
3074,2024-03-06,East,Odisha,Furniture,Sofa,2600,8,204.57,Home Office,Meena
3075,2025-07-22,East,West Bengal,Furniture,Desk,1163,1,317.74,Home Office,Priya
3076,2024-09-03,South,Kerala,Furniture,Sofa,11528,8,3095.61,Corporate,Priya
3077,2025-03-25,West,Gujarat,Office Supplies,Pen,1467,1,306.54,Corporate,Arjun
3078,2025-08-16,North,Haryana,Electronics,Mobile,3327,3,875.72,Corporate,Arjun
3079,2025-11-07,East,Odisha,Electronics,Laptop,7518,7,712.25,Corporate,Arjun
3080,2025-08-18,West,Maharashtra,Furniture,Chair,13314,7,2982.06,Consumer,Rohit
3081,2025-07-08,North,UP,Electronics,Headphones,7930,10,1566.13,Home Office,Meena
3082,2025-01-18,West,Rajasthan,Electronics,Mobile,1778,1,520.08,Home Office,Rohit
3083,2024-03-10,South,Karnataka,Furniture,Desk,1431,9,333.59,Consumer,Anjali
3084,2025-12-09,South,Tamil Nadu,Office Supplies,Notebook,4590,6,1306.74,Consumer,Priya
3085,2025-02-10,South,Karnataka,Office Supplies,Paper,5900,5,1360.98,Consumer,Sneha
3086,2025-07-30,South,Karnataka,Office Supplies,Pen,6112,8,1356.41,Corporate,Arjun
3087,2024-06-23,South,Tamil Nadu,Furniture,Sofa,4197,3,778.72,Home Office,Meena
3088,2026-01-10,North,Punjab,Office Supplies,Notebook,1800,2,279.44,Home Office,Anjali
3089,2024-04-22,West,Gujarat,Electronics,Headphones,15264,9,2733.12,Corporate,Sneha
3090,2024-10-27,South,Tamil Nadu,Furniture,Desk,8270,10,609.54,Home Office,Rohit
3091,2025-03-11,North,Punjab,Office Supplies,Paper,7400,10,1562.41,Consumer,Priya
3092,2025-03-31,West,Rajasthan,Furniture,Chair,10590,10,749.21,Home Office,Karan
3093,2026-01-20,East,Bihar,Electronics,Mobile,4690,10,819.78,Consumer,Arjun
3094,2024-12-20,North,UP,Office Supplies,Printer,1083,3,197.23,Consumer,Meena
3095,2024-05-10,East,West Bengal,Office Supplies,Notebook,9702,6,1058.02,Consumer,Rahul
3096,2024-03-07,East,Odisha,Furniture,Table,10278,6,829.27,Corporate,Sneha
3097,2026-01-16,West,Rajasthan,Furniture,Chair,11064,8,1994.28,Consumer,Meena
3098,2024-12-24,East,Odisha,Office Supplies,Pen,4617,3,1220.12,Home Office,Priya
3099,2025-01-17,East,Odisha,Electronics,Mobile,5136,4,1459.99,Consumer,Arjun
3100,2025-02-23,North,Punjab,Office Supplies,Printer,680,5,149.67,Consumer,Arjun
3101,2024-10-10,South,Tamil Nadu,Office Supplies,Printer,3090,2,454.26,Corporate,Karan
3102,2024-08-20,South,Karnataka,Furniture,Desk,9712,8,2442.46,Consumer,Sneha
3103,2025-07-28,South,Tamil Nadu,Furniture,Chair,8701,7,2329.02,Corporate,Rahul
3104,2024-05-31,North,UP,Furniture,Table,4524,4,259.58,Corporate,Vikram
3105,2025-10-09,North,Punjab,Electronics,Headphones,5676,4,462.89,Home Office,Rahul
3106,2024-12-24,South,Kerala,Furniture,Desk,1675,1,103.26,Home Office,Vikram
3107,2026-02-02,North,Punjab,Office Supplies,Paper,2728,8,409.23,Home Office,Meena
3108,2025-02-07,South,Tamil Nadu,Office Supplies,Notebook,3240,2,359.19,Home Office,Priya
3109,2024-10-08,South,Kerala,Office Supplies,Notebook,1806,7,536.03,Home Office,Anjali
3110,2025-09-14,East,Odisha,Furniture,Sofa,1046,1,291.71,Consumer,Meena
3111,2025-11-17,North,UP,Furniture,Sofa,14944,8,2939.96,Home Office,Amit
3112,2025-05-17,South,Tamil Nadu,Furniture,Table,17532,9,3274.57,Consumer,Arjun
3113,2024-04-27,North,Punjab,Office Supplies,Printer,6010,10,1309.2,Home Office,Meena
3114,2025-04-24,South,Kerala,Office Supplies,Notebook,1452,4,381.72,Corporate,Karan
3115,2025-01-22,South,Karnataka,Furniture,Chair,702,1,91.14,Consumer,Karan
3116,2024-11-04,West,Maharashtra,Furniture,Sofa,7112,7,973.33,Home Office,Arjun
3117,2024-10-02,South,Karnataka,Electronics,Mobile,6055,7,1340.35,Home Office,Meena
3118,2024-10-15,East,Bihar,Electronics,Laptop,570,2,105.81,Home Office,Karan
3119,2024-09-26,East,Odisha,Electronics,Laptop,4328,4,539.71,Corporate,Rahul
3120,2024-07-04,West,Maharashtra,Electronics,Laptop,4788,3,1417.83,Corporate,Karan
3121,2024-11-21,East,Odisha,Electronics,Tablet,886,2,211.43,Consumer,Amit
3122,2025-07-01,North,Haryana,Furniture,Sofa,15632,8,1311.47,Home Office,Rohit
3123,2025-06-09,North,Delhi,Office Supplies,Notebook,8665,5,938.03,Home Office,Karan
3124,2024-10-18,East,West Bengal,Furniture,Sofa,1608,2,220.0,Consumer,Vikram
3125,2025-11-30,South,Karnataka,Electronics,Tablet,8638,7,965.04,Home Office,Anjali
3126,2026-02-26,North,UP,Furniture,Table,764,4,79.5,Home Office,Meena
3127,2026-02-18,East,West Bengal,Office Supplies,Pen,2624,4,601.82,Home Office,Priya
3128,2024-05-22,West,Rajasthan,Office Supplies,Paper,7002,6,481.55,Corporate,Priya
3129,2025-06-02,North,Delhi,Furniture,Desk,2864,8,169.51,Consumer,Karan
3130,2024-08-06,North,Punjab,Furniture,Desk,286,1,35.74,Home Office,Arjun
3131,2025-02-09,West,Gujarat,Furniture,Chair,17955,9,4601.08,Corporate,Sneha
3132,2025-11-11,North,Haryana,Furniture,Sofa,868,7,154.77,Home Office,Karan
3133,2025-04-10,East,Odisha,Electronics,Mobile,3810,2,849.4,Corporate,Vikram
3134,2025-04-16,North,Haryana,Furniture,Table,1000,8,68.68,Corporate,Priya
3135,2025-03-01,South,Telangana,Office Supplies,Pen,18080,10,3125.97,Corporate,Rohit
3136,2024-09-09,South,Tamil Nadu,Office Supplies,Printer,2934,9,323.46,Corporate,Meena
3137,2025-10-05,East,Bihar,Office Supplies,Printer,3426,3,260.42,Home Office,Sneha
3138,2025-06-14,West,Rajasthan,Electronics,Headphones,2010,2,413.35,Corporate,Priya
3139,2025-08-18,West,Rajasthan,Furniture,Desk,1050,10,250.4,Home Office,Rohit
3140,2025-08-25,North,Delhi,Office Supplies,Paper,6630,10,448.09,Corporate,Vikram
3141,2025-04-11,North,Punjab,Electronics,Headphones,4830,3,1130.09,Home Office,Vikram
3142,2025-04-09,North,Punjab,Office Supplies,Notebook,4662,6,1341.83,Corporate,Karan
3143,2024-12-30,North,Punjab,Office Supplies,Notebook,2184,7,330.17,Home Office,Rahul
3144,2025-01-07,North,Haryana,Office Supplies,Pen,9705,5,1882.29,Corporate,Arjun
3145,2025-10-08,East,West Bengal,Office Supplies,Pen,509,1,34.03,Corporate,Rohit
3146,2024-12-20,West,Rajasthan,Office Supplies,Paper,4774,7,904.07,Corporate,Arjun
3147,2024-08-26,North,Haryana,Electronics,Headphones,1452,4,305.8,Corporate,Amit
3148,2024-06-17,South,Karnataka,Electronics,Mobile,3432,6,863.24,Home Office,Vikram
3149,2025-10-25,North,UP,Furniture,Desk,3984,4,894.01,Consumer,Vikram
3150,2024-09-28,East,West Bengal,Office Supplies,Paper,687,3,36.91,Home Office,Amit
3151,2025-06-07,North,Haryana,Office Supplies,Printer,7950,5,997.79,Home Office,Karan
3152,2024-07-24,North,Punjab,Furniture,Sofa,11295,9,2362.14,Home Office,Rohit
3153,2024-05-01,North,UP,Furniture,Desk,3412,2,428.54,Home Office,Amit
3154,2024-10-02,South,Tamil Nadu,Electronics,Headphones,2112,6,135.95,Consumer,Arjun
3155,2024-03-25,South,Kerala,Furniture,Table,2856,2,638.15,Home Office,Rohit
3156,2025-06-28,South,Tamil Nadu,Office Supplies,Paper,816,4,208.48,Consumer,Priya
3157,2025-07-26,South,Kerala,Office Supplies,Notebook,3231,9,270.37,Consumer,Meena
3158,2025-01-12,South,Tamil Nadu,Electronics,Laptop,10038,7,657.2,Home Office,Amit
3159,2024-10-16,East,Bihar,Electronics,Headphones,5898,6,921.15,Consumer,Karan
3160,2024-05-12,South,Kerala,Office Supplies,Pen,919,1,103.28,Consumer,Meena
3161,2025-11-27,North,Haryana,Office Supplies,Printer,2820,4,571.1,Corporate,Karan
3162,2025-06-07,West,Maharashtra,Electronics,Tablet,3921,3,805.25,Home Office,Rahul
3163,2025-01-11,North,UP,Electronics,Laptop,1439,1,283.34,Home Office,Amit
3164,2024-12-18,West,Gujarat,Electronics,Headphones,826,7,174.42,Consumer,Vikram
3165,2025-09-01,East,West Bengal,Furniture,Table,3291,3,958.74,Consumer,Anjali
3166,2024-10-08,East,Bihar,Furniture,Chair,1434,3,257.92,Consumer,Anjali
3167,2024-12-04,West,Maharashtra,Office Supplies,Printer,5397,3,1386.36,Consumer,Sneha
3168,2024-09-22,South,Karnataka,Office Supplies,Printer,6492,6,1021.9,Corporate,Amit
3169,2025-06-06,West,Gujarat,Office Supplies,Paper,10647,7,587.16,Corporate,Meena
3170,2024-11-21,West,Rajasthan,Furniture,Chair,230,2,31.41,Home Office,Amit
3171,2025-09-22,South,Kerala,Electronics,Tablet,8464,8,1501.64,Corporate,Vikram
3172,2024-05-02,South,Tamil Nadu,Electronics,Headphones,14050,10,781.76,Corporate,Meena
3173,2024-05-10,South,Karnataka,Office Supplies,Printer,3845,5,494.79,Consumer,Anjali
3174,2025-12-07,East,Bihar,Furniture,Table,4932,9,1387.99,Corporate,Amit
3175,2024-07-27,East,Odisha,Electronics,Mobile,6412,4,1568.81,Corporate,Meena
3176,2024-07-10,North,Haryana,Furniture,Sofa,7763,7,2212.3,Consumer,Priya
3177,2025-06-03,West,Rajasthan,Electronics,Mobile,4422,6,1147.61,Corporate,Anjali
3178,2025-01-10,East,Odisha,Furniture,Chair,3914,2,810.3,Consumer,Vikram
3179,2024-07-05,West,Gujarat,Office Supplies,Paper,9280,10,2244.26,Consumer,Arjun
3180,2025-04-21,North,Haryana,Furniture,Table,6070,10,1117.56,Consumer,Priya
3181,2025-02-07,South,Tamil Nadu,Furniture,Desk,1860,10,201.02,Consumer,Amit
3182,2024-03-27,West,Gujarat,Furniture,Sofa,17703,9,1969.54,Home Office,Priya
3183,2024-07-18,West,Rajasthan,Electronics,Mobile,815,1,126.8,Consumer,Priya
3184,2025-02-03,South,Tamil Nadu,Electronics,Tablet,2832,4,341.55,Corporate,Vikram
3185,2024-04-20,East,West Bengal,Electronics,Tablet,772,4,94.35,Consumer,Arjun
3186,2024-11-04,South,Telangana,Furniture,Chair,10496,8,1714.23,Home Office,Meena
3187,2024-10-25,West,Gujarat,Office Supplies,Paper,6280,4,749.15,Home Office,Meena
3188,2025-04-29,South,Tamil Nadu,Furniture,Desk,8470,10,1399.31,Home Office,Anjali
3189,2024-07-29,South,Telangana,Electronics,Mobile,3801,7,679.66,Home Office,Arjun
3190,2024-04-01,West,Gujarat,Electronics,Mobile,10485,9,2809.64,Consumer,Arjun
3191,2025-06-25,East,Bihar,Office Supplies,Notebook,7248,4,1273.92,Corporate,Meena
3192,2024-05-05,West,Gujarat,Office Supplies,Notebook,2247,3,625.15,Corporate,Meena
3193,2025-06-05,North,Delhi,Office Supplies,Notebook,7378,7,1099.79,Home Office,Rohit
3194,2025-08-01,West,Gujarat,Electronics,Mobile,3606,3,1054.77,Corporate,Amit
3195,2025-09-04,East,Bihar,Furniture,Table,4506,6,227.3,Corporate,Meena
3196,2024-12-23,South,Tamil Nadu,Office Supplies,Notebook,12546,9,3383.59,Corporate,Sneha
3197,2025-05-18,South,Karnataka,Office Supplies,Printer,12390,10,1508.19,Home Office,Rohit
3198,2024-04-13,North,UP,Office Supplies,Paper,10251,9,1652.39,Consumer,Vikram
3199,2024-03-28,West,Rajasthan,Furniture,Table,1053,3,284.97,Corporate,Amit
3200,2026-01-15,West,Rajasthan,Office Supplies,Pen,5404,7,719.18,Home Office,Karan
3201,2025-09-23,South,Kerala,Office Supplies,Notebook,9552,8,2288.46,Home Office,Sneha
3202,2026-01-29,West,Rajasthan,Furniture,Desk,8610,5,720.58,Home Office,Sneha
3203,2024-05-21,East,Odisha,Electronics,Laptop,4212,6,429.68,Home Office,Rohit
3204,2025-05-29,South,Telangana,Electronics,Headphones,1484,2,178.35,Consumer,Meena
3205,2025-07-14,North,UP,Electronics,Tablet,1929,3,434.31,Corporate,Vikram
3206,2025-05-24,West,Gujarat,Electronics,Laptop,1911,3,335.83,Corporate,Rohit
3207,2025-11-18,North,UP,Furniture,Chair,4770,5,455.03,Corporate,Anjali
3208,2024-05-23,East,West Bengal,Electronics,Tablet,4005,5,412.1,Home Office,Arjun
3209,2024-11-17,East,Odisha,Office Supplies,Notebook,4990,5,1354.59,Consumer,Karan
3210,2025-07-25,West,Gujarat,Office Supplies,Printer,885,1,130.73,Corporate,Sneha
3211,2024-05-20,West,Gujarat,Furniture,Sofa,756,1,118.2,Consumer,Meena
3212,2024-04-17,West,Maharashtra,Office Supplies,Pen,9204,6,2591.73,Consumer,Anjali
3213,2024-12-13,North,Delhi,Office Supplies,Notebook,302,1,77.24,Home Office,Rohit
3214,2025-03-02,West,Rajasthan,Furniture,Chair,2664,6,135.33,Consumer,Karan
3215,2025-08-06,South,Karnataka,Office Supplies,Printer,11288,8,1633.85,Consumer,Arjun
3216,2025-10-14,East,Bihar,Office Supplies,Paper,10590,6,1251.59,Home Office,Arjun
3217,2024-09-16,West,Maharashtra,Electronics,Tablet,1746,1,354.89,Consumer,Anjali
3218,2024-08-28,West,Gujarat,Furniture,Table,14170,10,903.63,Home Office,Karan
3219,2024-03-26,North,UP,Furniture,Desk,15968,8,1518.23,Home Office,Sneha
3220,2025-11-24,West,Rajasthan,Furniture,Chair,4518,6,617.4,Corporate,Meena
3221,2024-06-04,North,Punjab,Electronics,Laptop,991,1,259.96,Home Office,Rahul
3222,2026-02-03,South,Kerala,Office Supplies,Printer,12964,7,1687.39,Consumer,Karan
3223,2024-08-19,East,Odisha,Furniture,Table,1430,2,311.07,Corporate,Karan
3224,2025-01-04,North,Haryana,Electronics,Tablet,2844,6,743.3,Corporate,Vikram
3225,2026-02-05,West,Maharashtra,Electronics,Tablet,759,1,167.07,Home Office,Amit
3226,2025-03-05,North,Haryana,Furniture,Chair,2184,2,357.93,Consumer,Vikram
3227,2025-04-20,West,Gujarat,Furniture,Chair,304,1,84.65,Corporate,Anjali
3228,2025-07-05,North,Delhi,Office Supplies,Notebook,459,1,34.67,Consumer,Rohit
3229,2024-12-12,North,UP,Electronics,Laptop,2478,7,188.54,Corporate,Amit
3230,2024-09-10,East,Odisha,Office Supplies,Pen,1012,1,230.98,Consumer,Arjun
3231,2025-08-30,North,UP,Electronics,Headphones,2859,3,787.24,Consumer,Priya
3232,2024-11-10,West,Rajasthan,Electronics,Laptop,816,3,145.41,Home Office,Anjali
3233,2026-01-19,South,Telangana,Office Supplies,Printer,350,2,86.23,Home Office,Vikram
3234,2024-10-14,East,Odisha,Electronics,Headphones,7536,8,1588.89,Consumer,Anjali
3235,2025-01-07,North,UP,Office Supplies,Printer,5384,4,1324.43,Home Office,Priya
3236,2024-05-26,West,Gujarat,Office Supplies,Pen,11136,6,1847.86,Consumer,Karan
3237,2025-02-10,North,Haryana,Furniture,Table,8136,8,1351.46,Consumer,Priya
3238,2024-09-28,South,Kerala,Office Supplies,Notebook,482,2,98.08,Consumer,Sneha
3239,2024-09-26,North,Haryana,Furniture,Desk,4221,9,495.2,Consumer,Meena
3240,2024-10-04,South,Tamil Nadu,Electronics,Headphones,11120,10,3221.75,Corporate,Vikram
3241,2025-04-10,North,Haryana,Furniture,Desk,2150,5,565.73,Home Office,Vikram
3242,2025-12-30,North,Punjab,Furniture,Chair,696,6,74.51,Corporate,Arjun
3243,2025-07-04,North,UP,Office Supplies,Printer,3237,3,469.59,Consumer,Amit
3244,2025-02-21,South,Tamil Nadu,Furniture,Table,10236,6,2832.13,Corporate,Rohit
3245,2024-05-29,South,Karnataka,Furniture,Desk,7632,9,1801.93,Corporate,Karan
3246,2025-11-15,East,Bihar,Office Supplies,Printer,5780,10,948.68,Home Office,Rohit
3247,2026-01-11,East,Odisha,Electronics,Tablet,1404,9,265.96,Corporate,Karan
3248,2024-10-18,West,Gujarat,Furniture,Chair,17160,10,2103.05,Home Office,Arjun
3249,2025-02-26,East,Bihar,Office Supplies,Printer,1990,2,204.57,Corporate,Meena
3250,2025-06-15,East,Bihar,Furniture,Table,3682,7,1082.38,Consumer,Priya
3251,2025-09-09,North,UP,Office Supplies,Notebook,5301,9,1042.3,Consumer,Priya
3252,2025-01-02,West,Rajasthan,Office Supplies,Printer,5420,4,1390.12,Home Office,Rahul
3253,2025-05-01,West,Gujarat,Furniture,Desk,2520,8,165.7,Consumer,Arjun
3254,2024-10-18,North,Delhi,Electronics,Laptop,2436,7,455.49,Consumer,Meena
3255,2024-06-05,West,Gujarat,Electronics,Headphones,1026,6,141.47,Home Office,Vikram
3256,2024-10-11,North,Haryana,Furniture,Chair,7795,5,1492.5,Consumer,Sneha
3257,2024-07-24,West,Gujarat,Electronics,Tablet,10608,6,1442.86,Home Office,Vikram
3258,2024-09-16,West,Gujarat,Office Supplies,Paper,1478,1,98.5,Consumer,Rahul
3259,2025-08-30,North,Punjab,Furniture,Chair,2284,4,470.82,Corporate,Sneha
3260,2025-02-18,East,West Bengal,Electronics,Headphones,16353,9,3034.43,Consumer,Arjun
3261,2024-11-01,East,Odisha,Furniture,Chair,7520,4,2122.13,Consumer,Rohit
3262,2025-08-27,East,West Bengal,Electronics,Headphones,980,2,127.97,Consumer,Rohit
3263,2024-12-13,South,Kerala,Electronics,Laptop,7864,8,1124.01,Home Office,Priya
3264,2025-12-20,East,West Bengal,Furniture,Table,6426,7,1539.44,Home Office,Rahul
3265,2025-01-29,North,Haryana,Office Supplies,Pen,3702,2,523.25,Home Office,Rahul
3266,2025-12-11,South,Tamil Nadu,Furniture,Desk,4680,9,397.64,Consumer,Karan
3267,2024-11-11,East,Odisha,Office Supplies,Notebook,8964,6,1398.13,Consumer,Sneha
3268,2025-04-05,West,Rajasthan,Electronics,Laptop,3506,2,527.36,Home Office,Arjun
3269,2025-07-20,West,Rajasthan,Furniture,Desk,1919,1,384.22,Consumer,Arjun
3270,2025-11-30,East,Odisha,Office Supplies,Paper,2916,4,761.4,Home Office,Amit
3271,2025-04-22,West,Rajasthan,Electronics,Headphones,5685,3,670.64,Consumer,Sneha
3272,2024-09-24,North,Delhi,Furniture,Desk,10654,7,1359.33,Consumer,Priya
3273,2024-11-26,North,Delhi,Furniture,Table,4280,10,895.77,Home Office,Sneha
3274,2025-01-04,East,Bihar,Office Supplies,Printer,7296,6,2025.74,Home Office,Sneha
3275,2025-03-02,South,Telangana,Electronics,Laptop,5840,4,891.44,Home Office,Rohit
3276,2024-06-05,West,Maharashtra,Office Supplies,Paper,290,2,66.85,Home Office,Rahul
3277,2025-09-13,North,Punjab,Furniture,Sofa,13560,10,1708.96,Home Office,Sneha
3278,2024-10-09,South,Telangana,Office Supplies,Paper,3828,4,585.4,Corporate,Amit
3279,2025-06-14,North,Delhi,Furniture,Sofa,8980,5,1221.61,Corporate,Amit
3280,2025-06-10,South,Karnataka,Electronics,Laptop,2520,5,361.75,Home Office,Arjun
3281,2025-01-02,West,Gujarat,Furniture,Desk,9680,8,808.75,Home Office,Rohit
3282,2025-01-11,North,UP,Furniture,Chair,5816,8,1202.25,Corporate,Vikram
3283,2025-03-04,South,Tamil Nadu,Furniture,Table,411,1,50.98,Home Office,Amit
3284,2025-06-25,East,Odisha,Electronics,Mobile,1748,2,290.03,Corporate,Sneha
3285,2024-05-07,North,Delhi,Office Supplies,Paper,3224,2,785.91,Consumer,Amit
3286,2024-08-11,West,Rajasthan,Furniture,Chair,3045,3,783.79,Corporate,Rohit
3287,2025-06-09,North,Haryana,Office Supplies,Pen,3408,2,805.12,Corporate,Priya
3288,2025-10-08,North,UP,Electronics,Headphones,19200,10,1955.88,Home Office,Arjun
3289,2024-06-26,West,Rajasthan,Office Supplies,Printer,7839,9,693.73,Consumer,Priya
3290,2025-09-14,North,Haryana,Electronics,Mobile,1740,10,353.9,Consumer,Arjun
3291,2025-06-24,North,UP,Office Supplies,Pen,699,1,42.9,Consumer,Rahul
3292,2025-06-18,West,Rajasthan,Office Supplies,Paper,7692,4,734.03,Consumer,Anjali
3293,2026-02-14,East,West Bengal,Office Supplies,Pen,2008,8,543.4,Corporate,Rahul
3294,2024-04-07,East,West Bengal,Office Supplies,Pen,15090,10,2722.65,Home Office,Amit
3295,2025-02-19,East,Odisha,Electronics,Laptop,1680,4,143.88,Corporate,Meena
3296,2026-02-08,North,Haryana,Office Supplies,Notebook,3711,3,597.88,Corporate,Meena
3297,2024-11-16,East,West Bengal,Electronics,Mobile,14139,9,1337.25,Consumer,Arjun
3298,2025-11-19,West,Gujarat,Electronics,Mobile,936,1,238.71,Home Office,Karan
3299,2025-02-02,North,Delhi,Office Supplies,Notebook,12740,10,3739.12,Home Office,Arjun
3300,2025-02-17,North,Punjab,Furniture,Chair,1401,1,399.63,Home Office,Vikram
3301,2026-02-25,South,Telangana,Electronics,Tablet,7826,7,1199.12,Home Office,Amit
3302,2024-04-06,West,Maharashtra,Furniture,Sofa,1888,2,199.01,Consumer,Arjun
3303,2024-11-04,West,Maharashtra,Furniture,Chair,8785,5,1511.75,Home Office,Meena
3304,2024-03-05,West,Rajasthan,Electronics,Mobile,13032,8,2532.73,Home Office,Karan
3305,2026-01-22,West,Gujarat,Furniture,Table,8418,6,2255.27,Home Office,Rahul
3306,2025-05-08,North,UP,Office Supplies,Paper,844,2,120.88,Home Office,Priya
3307,2025-03-10,North,Delhi,Electronics,Headphones,3568,4,391.79,Consumer,Anjali
3308,2025-09-26,East,Bihar,Furniture,Desk,4428,3,878.2,Corporate,Anjali
3309,2025-11-01,South,Kerala,Furniture,Table,4530,3,1073.42,Corporate,Amit
3310,2024-04-07,East,Bihar,Office Supplies,Paper,7375,5,1239.86,Home Office,Arjun
3311,2024-06-25,East,Odisha,Office Supplies,Paper,2282,7,472.25,Corporate,Vikram
3312,2025-06-17,North,Punjab,Electronics,Tablet,1044,3,260.07,Consumer,Rohit
3313,2025-12-05,West,Rajasthan,Electronics,Headphones,4920,6,703.15,Consumer,Meena
3314,2026-01-04,East,West Bengal,Electronics,Laptop,13792,8,2463.89,Corporate,Arjun
3315,2025-02-11,East,Odisha,Electronics,Headphones,270,2,26.58,Consumer,Rohit
3316,2024-08-29,West,Rajasthan,Office Supplies,Paper,3265,5,248.47,Home Office,Sneha
3317,2025-06-30,South,Telangana,Furniture,Chair,5912,8,893.52,Corporate,Priya
3318,2024-10-27,North,Punjab,Furniture,Table,12117,7,2158.38,Consumer,Rohit
3319,2024-09-26,South,Tamil Nadu,Electronics,Headphones,432,3,109.43,Corporate,Sneha
3320,2024-11-22,South,Karnataka,Furniture,Chair,2160,3,625.91,Home Office,Karan
3321,2024-05-15,North,Delhi,Furniture,Desk,13540,10,1943.36,Consumer,Vikram
3322,2025-12-24,North,Delhi,Office Supplies,Notebook,12159,7,888.98,Corporate,Rohit
3323,2025-02-21,East,West Bengal,Electronics,Laptop,5091,3,772.21,Home Office,Vikram
3324,2024-10-10,West,Gujarat,Electronics,Mobile,10624,8,1006.67,Consumer,Karan
3325,2025-01-10,West,Gujarat,Office Supplies,Printer,2637,9,554.48,Consumer,Arjun
3326,2026-02-05,West,Maharashtra,Electronics,Tablet,4893,3,1179.53,Corporate,Rahul
3327,2025-07-05,West,Gujarat,Furniture,Sofa,3900,3,612.47,Home Office,Sneha
3328,2025-12-31,South,Karnataka,Electronics,Headphones,5850,9,1068.2,Home Office,Amit
3329,2024-07-25,North,Haryana,Office Supplies,Pen,1550,5,382.45,Corporate,Anjali
3330,2025-09-09,North,Haryana,Electronics,Laptop,6084,6,1584.81,Corporate,Rahul
3331,2025-10-29,West,Gujarat,Electronics,Tablet,10101,7,641.12,Corporate,Karan
3332,2024-03-30,South,Karnataka,Office Supplies,Paper,2262,6,311.83,Corporate,Meena
3333,2025-10-20,West,Rajasthan,Furniture,Desk,7098,6,1619.26,Corporate,Anjali
3334,2025-04-09,West,Rajasthan,Electronics,Mobile,444,4,111.19,Corporate,Meena
3335,2025-09-14,East,Bihar,Office Supplies,Notebook,3703,7,517.41,Corporate,Sneha
3336,2025-07-14,South,Kerala,Electronics,Mobile,13830,10,3547.25,Consumer,Priya
3337,2026-01-12,South,Kerala,Furniture,Sofa,6816,4,1330.9,Consumer,Anjali
3338,2024-09-10,West,Maharashtra,Office Supplies,Notebook,287,1,25.95,Home Office,Karan
3339,2026-01-12,North,UP,Office Supplies,Printer,566,2,77.17,Consumer,Anjali
3340,2025-10-22,West,Rajasthan,Furniture,Chair,6532,4,584.09,Home Office,Arjun
3341,2024-12-16,East,West Bengal,Electronics,Headphones,3340,10,599.27,Home Office,Vikram
3342,2025-01-24,South,Tamil Nadu,Furniture,Desk,6482,7,830.12,Consumer,Meena
3343,2024-10-02,West,Rajasthan,Electronics,Tablet,9567,9,1749.33,Corporate,Amit
3344,2025-10-08,East,West Bengal,Furniture,Desk,11700,10,2613.06,Home Office,Anjali
3345,2024-12-15,South,Tamil Nadu,Furniture,Sofa,1248,8,115.12,Home Office,Sneha
3346,2025-01-23,East,Bihar,Electronics,Mobile,1632,6,419.96,Consumer,Priya
3347,2025-09-25,West,Rajasthan,Electronics,Headphones,2396,2,626.25,Consumer,Rahul
3348,2024-10-12,West,Gujarat,Electronics,Mobile,16310,10,3807.65,Consumer,Meena
3349,2024-12-07,East,West Bengal,Electronics,Laptop,2894,2,422.4,Consumer,Anjali
3350,2024-07-06,West,Rajasthan,Electronics,Headphones,3630,6,436.1,Corporate,Priya
3351,2025-09-17,North,Punjab,Electronics,Laptop,5040,6,439.84,Consumer,Rahul
3352,2025-07-20,West,Maharashtra,Furniture,Sofa,10413,9,1245.05,Consumer,Amit
